1606953003,44.799698,-0.8372792,48,48,2228.2,1
1606953605,44.799698,-0.8372792,48,48,2228.2,0
1606954803,44.799698,-0.8372792,48,48,2228.2,0
1606955104,44.799698,-0.8372792,48,48,2228.2,0
1606955404,44.799698,-0.8372792,48,48,2228.2,1
1606955462,44.799698,-0.8372792,48,48,2228.2,1
1606955523,44.799698,-0.8372792,48,48,2228.2,1
1606955582,44.799698,-0.8372792,48,48,2228.2,0
1606955643,44.799698,-0.8372792,48,48,2228.2,0
1606955703,44.799698,-0.8372792,48,48,2228.2,0
1606955763,44.799698,-0.8372792,48,48,2228.2,0
1606955822,44.799698,-0.8372792,48,48,2228.2,0
1606956004,44.799698,-0.8372792,48,48,2228.2,0
1606956303,44.799698,-0.8372792,48,48,2228.2,0
1606956604,44.799698,-0.8372792,48,48,2228.2,0
1606956903,44.799698,-0.8372792,48,48,2228.2,0
1606957205,44.799698,-0.8372792,48,48,2228.2,0
1606957504,44.799698,-0.8372792,48,48,2228.2,0
1606957803,44.799698,-0.8372792,48,48,2228.2,0
1606958104,44.799698,-0.8372792,48,48,2228.2,0
1606958403,44.799698,-0.8372792,48,48,2228.2,0
1606958703,44.799698,-0.8372792,48,48,2228.2,0
1606959005,44.799698,-0.8372792,48,48,2228.2,0
1606959304,44.799698,-0.8372792,48,48,2228.2,0
1606959603,44.799698,-0.8372792,48,48,2228.2,0
1606959904,44.799698,-0.8372792,48,48,2228.2,0
1606960203,44.799698,-0.8372792,48,48,2228.2,0
1606960503,44.799698,-0.8372792,48,48,2228.2,0
1606960806,44.799698,-0.8372792,48,48,2228.2,0
1606961103,44.799698,-0.8372792,48,48,2228.2,0
1606961404,44.799698,-0.8372792,48,48,2228.2,0
1606961703,44.799698,-0.8372792,48,48,2228.2,0
1606962004,44.799698,-0.8372792,48,48,2228.2,0
1606962303,44.799698,-0.8372792,48,48,2228.2,0
1606962604,44.799698,-0.8372792,48,48,2228.2,0
1606962904,44.799698,-0.8372792,48,48,2228.2,0
1606963204,44.799698,-0.8372792,48,48,2228.2,0
1606963503,44.799698,-0.8372792,48,48,2228.2,0
1606963804,44.799698,-0.8372792,48,48,2228.2,0
1606964103,44.799698,-0.8372792,48,48,2228.2,0
1606964406,44.799698,-0.8372792,48,48,2228.2,0
1606964703,44.799698,-0.8372792,48,48,2228.2,0
1606965004,44.799698,-0.8372792,48,48,2228.2,0
1606965304,44.799698,-0.8372792,48,48,2228.2,0
1606965604,44.799698,-0.8372792,48,48,2228.2,0
1606965903,44.799698,-0.8372792,48,48,2228.2,0
1606966204,44.799698,-0.8372792,48,48,2228.2,0
1606966503,44.799698,-0.8372792,48,48,2228.2,0
1606966804,44.799698,-0.8372792,48,48,2228.2,0
1606967104,44.799698,-0.8372792,48,48,2228.2,0
1606967403,44.799698,-0.8372792,48,48,2228.2,0
1606967704,44.799698,-0.8372792,48,48,2228.2,0
1606968005,44.799698,-0.8372792,48,48,2228.2,0
1606968304,44.799698,-0.8372792,48,48,2228.2,0
1606968604,44.799698,-0.8372792,48,48,2228.2,0
1606968903,44.799698,-0.8372792,48,48,2228.2,0
1606969204,44.799698,-0.8372792,48,48,2228.2,0
1606969503,44.799698,-0.8372792,48,48,2228.2,0
1606969805,44.799698,-0.8372792,48,48,2228.2,0
1606970104,44.799698,-0.8372792,48,48,2228.2,0
1606970404,44.799698,-0.8372792,48,48,2228.2,0
1606970704,44.799698,-0.8372792,48,48,2228.2,0
1606971003,44.799698,-0.8372792,48,48,2228.2,0
1606971303,44.799698,-0.8372792,48,48,2228.2,0
1606971606,44.799698,-0.8372792,48,48,2228.2,0
1606971903,44.799698,-0.8372792,48,48,2228.2,0
1606972204,44.799698,-0.8372792,48,48,2228.2,0
1606972503,44.799698,-0.8372792,48,48,2228.2,0
1606972803,44.799698,-0.8372792,48,48,2228.2,0
1606973104,44.799698,-0.8372792,48,48,2228.2,0
1606973404,44.799698,-0.8372792,48,48,2228.2,0
1606973704,44.799698,-0.8372792,48,48,2228.2,0
1606974004,44.799698,-0.8372792,48,48,2228.2,0
1606974304,44.799698,-0.8372792,48,48,2228.2,0
1606974603,44.799698,-0.8372792,48,48,2228.2,0
1606974904,44.799698,-0.8372792,48,48,2228.2,0
1606975205,44.799698,-0.8372792,48,48,2228.2,0
1606975503,44.799698,-0.8372792,48,48,2228.2,0
1606975804,44.799698,-0.8372792,48,48,2228.2,0
1606976103,44.799698,-0.8372792,48,48,2228.2,0
1606976404,44.799698,-0.8372792,48,48,2228.2,0
1606976703,44.799698,-0.8372792,48,48,2228.2,0
1606977004,44.799698,-0.8372792,48,48,2228.2,0
1606977303,44.799698,-0.8372792,48,48,2228.2,0
1606977604,44.799698,-0.8372792,48,48,2228.2,0
1606977903,44.799698,-0.8372792,48,48,2228.2,0
1606978214,44.799698,-0.8372792,48,48,2228.2,0
1606978503,44.799698,-0.8372792,48,48,2228.2,0
1606978805,44.799698,-0.8372792,48,48,2228.2,0
1606979103,44.799698,-0.8372792,48,48,2228.2,0
1606979404,44.799698,-0.8372792,48,48,2228.2,0
1606979703,44.799698,-0.8372792,48,48,2228.2,0
1606980004,44.799698,-0.8372792,48,48,2228.2,0
1606980303,44.799698,-0.8372792,48,48,2228.2,0
1606980604,44.799698,-0.8372792,48,48,2228.2,0
1606980903,44.799698,-0.8372792,48,48,2228.2,0
1606981205,44.799698,-0.8372792,48,48,2228.2,0
1606981503,44.799698,-0.8372792,48,48,2228.2,0
1606981804,44.799698,-0.8372792,48,48,2228.2,0
1606982103,44.79966,-0.83730996,,48,2228.2,0
1606982406,44.808517,-0.7860563,63,44,2232.4,1
1606982462,44.811558,-0.7811605,53,44,2233,1
1606982523,44.818363,-0.7791594,47,44,2233.8,1
1606982583,44.82916,-0.7771791,40,43,2235,1
1606982643,44.83791,-0.77610976,35,43,2236,1
1606982703,44.84166,-0.77502656,29,44,2236.5,1
1606982763,44.84211,-0.7677914,41,44,2237.1,1
1606982822,44.841057,-0.75812185,56,43,2237.9,1
1606982883,44.84124,-0.7480718,57,43,2238.7,1
1606982942,44.843906,-0.7351892,72,43,2238.7,1
1606983004,44.84621,-0.72278637,77,43,2240.8,1
1606983062,44.847473,-0.7125196,59,42,2240.8,1
1606983123,44.848015,-0.7038754,56,42,2242.3,1
1606983183,44.85018,-0.6999948,52,42,2242.8,1
1606983243,44.850418,-0.6991894,49,42,2242.9,0
1606983303,44.850418,-0.6991895,49,42,2242.9,0
1606983363,44.850418,-0.6991893,49,42,2242.9,0
1606983422,44.850418,-0.6991893,49,42,2242.9,0
1606983483,44.850418,-0.69918746,50,42,2242.9,0
1606983604,44.850418,-0.69918746,50,42,2242.9,0
1606983903,44.850418,-0.69918746,50,42,2242.9,0
1606984204,44.850418,-0.69918746,50,42,2242.9,0
1606984504,44.850418,-0.69918746,50,42,2242.9,0
1606984803,44.850418,-0.69918746,50,42,2242.9,0
1606985104,44.850418,-0.69918746,50,42,2242.9,0
1606985403,44.850418,-0.69918746,50,42,2242.9,0
1606985704,44.850418,-0.69918746,50,42,2242.9,0
1606986005,44.850418,-0.69918746,50,42,2242.9,0
1606986304,44.850418,-0.69918746,50,42,2242.9,0
1606986603,44.850418,-0.69918746,50,42,2242.9,0
1606986904,44.850418,-0.69918746,50,42,2242.9,0
1606987203,44.850418,-0.69918746,50,42,2242.9,0
1606987503,44.850418,-0.69918746,50,42,2242.9,0
1606987804,44.850418,-0.69918746,50,42,2242.9,0
1606988104,44.850418,-0.69918746,50,42,2242.9,0
1606988403,44.850418,-0.69918746,50,42,2242.9,0
1606988704,44.850418,-0.69918746,50,42,2242.9,0
1606989003,44.850418,-0.69918746,50,42,2242.9,0
1606989303,44.850418,-0.69918746,50,42,2242.9,0
1606989605,44.850418,-0.69918746,50,42,2242.9,0
1606989904,44.850418,-0.69918746,50,42,2242.9,0
1606990204,44.850418,-0.69918746,50,42,2242.9,0
1606990503,44.850418,-0.69918746,50,42,2242.9,0
1606990809,44.850418,-0.69918746,50,42,2242.9,0
1606991103,44.850418,-0.69918746,50,42,2242.9,0
1606991404,44.850418,-0.69918746,50,42,2242.9,0
1606991703,44.850418,-0.69918746,50,42,2242.9,0
1606992003,44.850418,-0.69918746,50,42,2242.9,0
1606992304,44.850418,-0.69918746,50,42,2242.9,0
1606992603,44.850418,-0.69918746,50,42,2242.9,0
