1606982103,1606983483,14.7,6
1607013004,1607014623,11.3,8
1607015703,1607016483,4,3
1607069104,1607070605,14.4,5
1607108405,1607109783,14.1,6
1607249403,1607254023,66.5,25
1607328005,1607329743,14.5,8
1607366703,1607368383,14.1,5
1607414104,1607415783,14.5,8
1607426103,1607426763,1.6999999999998,0
1607428203,1607428924,1.6999999999998,1
1607452803,1607454603,14.1,5
1607499304,1607500982,14.5,1
1607538303,1607539983,14.1,6
